EcCS_KC140149.1	EcCS_KC140149.1	100.000	437	0	0	1	437	1	437	0.0	909
EcCS_KC140149.1	LeAAT1_LC520138	34.228	447	255	10	3	425	1	432	4.36e-77	238
EcCS_KC140149.1	aba_locus_12081	36.508	378	212	10	69	425	30	400	1.39e-69	217
EcCS_KC140149.1	PaxASAT3_KT716260.1	32.333	433	259	12	11	425	11	427	6.54e-67	211
EcCS_KC140149.1	SsiASAT3_KY978748.1	33.565	432	254	14	13	425	13	430	1.74e-65	207
EcCS_KC140149.1	LeSAT1_LC520137	30.549	455	265	11	3	425	1	436	1.64e-64	205
EcCS_KC140149.1	CrMAT_AF253415	31.522	460	247	18	9	426	10	443	3.23e-61	196
EcCS_KC140149.1	ShASAT2_KT359561.1	31.166	446	258	13	13	425	13	442	1.05e-60	195
EcCS_KC140149.1	CrDAT_AF053307	30.886	463	259	20	1	426	1	439	7.17e-60	192
EcCS_KC140149.1	SlASAT2_NM_001329392.1	30.717	446	260	13	13	425	14	443	6.23e-58	188
EcCS_KC140149.1	SlASAT3_AJF98582.1	29.638	442	261	11	10	425	6	423	4.30e-56	182
EcCS_KC140149.1	PaxASAT4_KT716261.1	30.435	437	268	9	10	425	35	456	7.18e-56	182
EcCS_KC140149.1	aba_locus_5896	32.471	348	214	8	93	425	3	344	3.31e-55	178
EcCS_KC140149.1	PaxASAT1_KT716258.1	31.106	434	258	13	3	419	1	410	2.59e-53	175
EcCS_KC140149.1	SsiASAT1_KY978746.1	30.682	440	242	14	13	419	11	420	2.61e-52	172
EcCS_KC140149.1	SsiASAT2_KY978747.1	29.425	452	259	15	3	425	1	421	8.68e-51	168
EcCS_KC140149.1	aba_locus_9197	30.858	431	265	12	14	425	2	418	9.33e-51	168
EcCS_KC140149.1	SlASAT1_NM_001329403.1	27.840	449	270	13	3	425	1	421	5.02e-45	153
EcCS_KC140149.1	aba_locus_37408	26.991	226	129	10	221	425	19	229	3.85e-20	79.7
CrMAT_AF253415	CrMAT_AF253415	100.000	443	0	0	1	443	1	443	0.0	919
CrMAT_AF253415	CrDAT_AF053307	79.224	438	84	3	7	443	8	439	0.0	721
CrMAT_AF253415	aba_locus_12081	35.577	416	233	13	43	442	4	400	5.26e-78	239
CrMAT_AF253415	LeAAT1_LC520138	36.242	447	256	14	8	443	5	433	1.02e-75	234
CrMAT_AF253415	LeSAT1_LC520137	31.788	453	268	16	10	443	7	437	1.39e-66	211
CrMAT_AF253415	PaxASAT3_KT716260.1	33.333	444	258	16	11	442	10	427	4.22e-66	209
CrMAT_AF253415	SsiASAT1_KY978746.1	35.484	434	243	16	11	432	8	416	2.39e-65	207
CrMAT_AF253415	SsiASAT3_KY978748.1	34.899	447	244	16	14	442	13	430	3.49e-65	207
CrMAT_AF253415	PaxASAT1_KT716258.1	35.366	410	229	10	11	413	8	388	2.01e-64	204
CrMAT_AF253415	ShASAT2_KT359561.1	35.824	455	241	18	14	442	13	442	3.05e-64	204
CrMAT_AF253415	SsiASAT2_KY978747.1	34.899	447	241	14	12	442	9	421	2.42e-63	201
CrMAT_AF253415	SlASAT1_NM_001329403.1	35.333	450	237	16	11	442	8	421	2.32e-61	196
CrMAT_AF253415	SlASAT3_AJF98582.1	32.511	446	269	12	6	442	1	423	3.42e-61	196
CrMAT_AF253415	SlASAT3_AJF98582.1	25.532	47	31	1	85	127	384	430	3.8	19.6
CrMAT_AF253415	aba_locus_9197	33.562	438	258	12	16	442	3	418	2.89e-59	191
CrMAT_AF253415	SlASAT2_NM_001329392.1	34.725	455	246	18	14	442	14	443	7.15e-59	190
CrMAT_AF253415	EcCS_KC140149.1	31.304	460	248	18	10	443	9	426	4.74e-58	188
CrMAT_AF253415	PaxASAT4_KT716261.1	33.036	448	256	15	12	442	36	456	1.26e-54	179
CrMAT_AF253415	aba_locus_5896	33.607	366	209	11	86	442	4	344	6.37e-54	175
CrMAT_AF253415	aba_locus_37408	32.479	234	130	7	214	442	19	229	4.10e-26	96.7
CrDAT_AF053307	CrDAT_AF053307	100.000	439	0	0	1	439	1	439	0.0	909
CrDAT_AF053307	CrMAT_AF253415	79.224	438	84	3	8	439	7	443	0.0	721
CrDAT_AF053307	aba_locus_12081	35.731	417	224	14	45	438	5	400	1.49e-79	243
CrDAT_AF053307	LeAAT1_LC520138	34.676	447	258	16	9	439	5	433	8.39e-77	237
CrDAT_AF053307	SsiASAT3_KY978748.1	35.982	453	248	17	4	438	2	430	6.18e-72	224
CrDAT_AF053307	PaxASAT1_KT716258.1	36.384	437	237	14	12	436	8	415	7.74e-72	224
CrDAT_AF053307	SsiASAT1_KY978746.1	35.000	440	247	15	12	435	8	424	7.49e-70	219
CrDAT_AF053307	PaxASAT3_KT716260.1	33.557	447	264	15	4	438	2	427	8.42e-70	219
CrDAT_AF053307	LeSAT1_LC520137	31.858	452	272	15	7	439	3	437	9.56e-69	216
CrDAT_AF053307	ShASAT2_KT359561.1	34.792	457	238	17	15	438	13	442	1.28e-68	216
CrDAT_AF053307	SsiASAT2_KY978747.1	34.169	439	250	15	13	438	9	421	6.40e-66	208
CrDAT_AF053307	SlASAT2_NM_001329392.1	34.498	458	238	19	15	438	14	443	1.05e-63	203
CrDAT_AF053307	SlASAT3_AJF98582.1	30.995	442	264	15	13	438	7	423	4.06e-61	196
CrDAT_AF053307	SlASAT1_NM_001329403.1	34.598	448	238	18	12	438	8	421	4.71e-61	196
CrDAT_AF053307	aba_locus_9197	34.396	439	248	16	17	438	3	418	2.29e-60	194
CrDAT_AF053307	EcCS_KC140149.1	30.670	463	260	20	1	439	1	426	1.08e-56	184
CrDAT_AF053307	PaxASAT4_KT716261.1	32.517	449	252	18	13	438	36	456	1.11e-56	185
CrDAT_AF053307	aba_locus_5896	33.060	366	206	16	87	438	4	344	3.85e-52	170
CrDAT_AF053307	aba_locus_37408	30.918	207	108	9	242	438	48	229	8.65e-22	84.3
CrDAT_AF053307	aba_locus_37408	29.167	24	17	0	225	248	164	187	3.0	19.6
LeSAT1_LC520137	LeSAT1_LC520137	100.000	438	0	0	1	438	1	438	0.0	909
LeSAT1_LC520137	LeAAT1_LC520138	63.927	438	154	4	1	438	1	434	0.0	571
LeSAT1_LC520137	SsiASAT2_KY978747.1	37.838	444	245	12	1	436	1	421	9.19e-91	273
LeSAT1_LC520137	aba_locus_12081	37.164	409	239	9	37	436	1	400	1.45e-90	271
LeSAT1_LC520137	ShASAT2_KT359561.1	36.446	439	257	9	11	436	13	442	6.81e-89	268
LeSAT1_LC520137	PaxASAT3_KT716260.1	35.698	437	266	11	2	436	4	427	7.80e-86	260
